사업영역,사업영역명,담당부서,코스트센터,코스트센터명,자산클래스,자산클래스명,자산번호,고정자산명,주요자산번호 텍스트,내용연수(년),        수량,단위,취득일자,담당자,담당부서,실사결과,폐기사유,"정보변경에 대한 
상세사유",기타 특이사항,"태그발행
(Y/N)","미부착 사유
(태그 발행 N에 해당시)",        취득가 전기 ,      취득가 증감 ,        취득가 잔액 ,     당기상각액 ,     당월상각비 ,          장부가액 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126314,4단캐비닛_(생산1팀_현장사무실),2ea_4단캐비닛_(생산1팀_현장사무실),1,2,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 5000 , - , 5000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126315,2단서랍(생산1팀)_김수웅,2단서랍(생산1팀)_김수웅,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126316,2단서랍(생산1팀)_신용태,2단서랍(생산1팀)_신용태,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126317,2단서랍(생산1팀)_최현석,2단서랍(생산1팀)_최현석,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126318,2단서랍(생산1팀)_김선진,2단서랍(생산1팀)_김선진,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126319,의자_회전의자_레자(생산1팀_김수웅),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126320,의자_회전의자_레자(생산1팀_신용태),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126321,의자_회전의자_레자(생산1팀_최현석),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126322,의자_회전의자_레자(생산1팀_김선진),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126323,chair(의자_일반_피자)_생산1팀_김경태,chair(의자_일반_피자)_생산1팀_김경태,1,1,EA,2008.08.22,황의영,완제생산팀,1. 이상없음,,,,Y,, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126345,철재사물함_10인용(생산1팀),10인용_갱의실_ETS12210,1,1,EA,2008.09.24,황의영,완제생산팀,1. 이상없음,,,,Y,, 3000 , - , 3000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126532,3단캐비닛(생산1팀),800*450*1170,1,1,EA,2009.06.16,황의영,완제생산팀,1. 이상없음,,,,Y,, 2000 , - , 2000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180126826,Cart(카트Validation용),650*550*750,1,1,EA,2010.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 15000 , - , 15000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180127121,신입사원 서랍(생산1팀),퍼시스 3단,1,1,EA,2011.01.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 3000 , - , 3000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180127403,Notebook PC(validator용),N/A,1,1,EA,2011.06.30,황의영,완제생산팀,1. 이상없음,,,,Y,, 71000 , - , 71000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180128949,청소/소독 카트,청소/소독 카트,5,5,EA,2016.01.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 6712000 , - , 6712000 , 559333 , 111866 , 783067 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180128950,Sanitizer Auto-dispenser (주사제),Sanitizer Auto-dispenser (주사제),5,37,EA,2016.01.31,황의영,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 3854000 , - , 3854000 , 321167 , 64234 , 449633 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180128951,표면균 측정 받침대,표면균 측정 받침대,5,15,EA,2016.01.31,황의영,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 1568000 , - , 1568000 , 130667 , 26134 , 182933 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180128952,낙하균 측정 받침대,낙하균 측정 받침대,5,27,EA,2016.01.31,황의영,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 3494000 , - , 3494000 , 291167 , 58234 , 407633 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180133983,SUS보관함,1250*500*450,6,4,EA,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 5248454 , - , 5248454 , 364476 , 72895 , 2551332 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180133984,SUS보관함,1000*500*450,6,3,EA,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 1413045 , - , 1413045 , 98128 , 19625 , 686896 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180133985,2단 옷장,1250*500*1800,6,4,EA,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 8982931 , - , 8982931 , 623815 , 124763 , 4366703 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180133986,2단 옷장,1000*500*1800,6,3,EA,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 6257773 , - , 6257773 , 434568 , 86914 , 3041973 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136740,메가파티션,600*66*1370,6,3,SET,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 777028 , - , 777028 , 53960 , 10792 , 377722 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136741,메가파티션,600*66*1570,6,3,SET,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 876316 , - , 876316 , 60855 , 12171 , 425987 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136742,메가파티션,1200*66*1570,6,1,SET,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 484924 , - , 484924 , 33675 , 6735 , 235727 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136743,U형테이블,600*1200*720,6,6,SET,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 837464 , - , 837464 , 58157 , 11631 , 407101 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136744,오픈선반장,1200*350*200,6,7,SET,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 785662 , - , 785662 , 54560 , 10912 , 381918 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136745,회의용의자,530*535*825,6,10,EA,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 2489369 , - , 2489369 , 172873 , 34575 , 1210109 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180136746,작업의자,615*550*625~720,6,4,EA,2018.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 719472 , - , 719472 , 49963 , 9992 , 349744 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180142687,사무용 의자,610*605*1130~1200,6,4,EA,2018.11.30,황의영,완제생산팀,1. 이상없음,,,,Y,, 924000 , - , 924000 , 64167 , 12834 , 526166 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180142688,실험용 의자,475*535*950~1210,6,8,EA,2018.11.30,황의영,완제생산팀,1. 이상없음,,,,Y,, 1456000 , - , 1456000 , 101111 , 20222 , 829111 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180147637,사무용 의자,CH4900AH,6,1,EA,2019.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, 232000 , - , 232000 , 16111 , 3222 , 151444 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180151351,공정 IPC용 PC,Z70EV-I15,6,4,EA,2019.09.30,황의영,완제생산팀,1. 이상없음,,,,Y,, 3480000 , - , 3480000 , 241667 , 48334 , 2465000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180151352,컬러레이져 프린터,HP-M553DN,6,1,EA,2019.09.30,황의영,완제생산팀,1. 이상없음,,,,Y,, 760000 , - , 760000 , 52778 , 10556 , 538333 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180161464,LSS 전사 확산 목적 설치(모니터노트북SET),LSS 전사 확산 목적 설치(모니터노트북SET),6,1,SET,2020.01.01,황의영,완제생산팀,1. 이상없음,,,,Y,, 3025222 , - , 3025222 , 210085 , 42017 , 2310933 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180161814,사무용의자,T550HLDA / 645*605*1135~1185,6,10,EA,2020.09.30,황의영,완제생산팀,1. 이상없음,,,,Y,, 3320000 , - , 3320000 , 230556 , 46112 , 2905000 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180167669,3인소파,1980*900*860,6,1,EA,2021.04.30,황의영,완제생산팀,1. 이상없음,,,,Y,, - , 390000 , 390000 , 10833 , 5416 , 379167 
7500,의약 익산공장,오송. 경영관리팀,J62311,익.의)완제생산팀,1800,비품,180168712,훈증용 선풍기,SIF-F16DNS 16 inch 스탠드형,6,4,EA,2021.05.31,황의영,완제생산팀,1. 이상없음,,,,Y,, - , 184000 , 184000 , 2556 , 2556 , 181444 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140163262,BUFFER TANK(태방),TK-GL-120,1,1,EA,2003.08.21,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 430000 , - , 430000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140165448,Integrity Tester(),IG-GL-104,1,1,SET,2007.12.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 412000 , - , 412000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166462,High Accuracy Dispenser(자동분주기),-,1,1,EA,2011.06.30,이제용,완제생산팀,3. 정보변경(CCTR자산명수량 등),,,자산 정보 추가 (기기번호 FL-GL-102),N,무균실내 위치자산으로 부착불가, 4579000 , - , 4579000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166511,CIP Pump(펌프),CIP Pump(펌프),1,1,EA,2011.08.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 393000 , - , 393000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166731,ORBITAL SHAKER,SKC-7100,1,1,SET,2012.06.30,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 1332000 , - , 1332000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166764,Pass Box설치,PB-GL-104,1,1,SET,2012.08.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 2183000 , - , 2183000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166768,충전기 충전펌프(COZZLI CR400),충전기 충전펌프(COZZLI CR400),1,1,SET,2012.08.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 1854000 , - , 1854000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140167804,Cooling Coil,Cooling Coil,3,1,SET,2014.04.30,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 8069000 , - , 8069000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140168339,필터하우징,Millidisk-40 Housing,4,1,SET,2015.10.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 1120000 , - , 1120000 , 98246 , 19650 , 78598 
7500,의약 익산공장,오송. 경영관리팀,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140168382,알겔투입용 Barrier,알겔투입용 Barrier,4,1,SET,2015.12.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 5750000 , - , 5750000 , 487288 , 97457 , 584744 
